			0	0
	2.4397399	2643.9153
	4.8794899	3891.738
	7.3192301	4321.9575
	9.7589798	4555.1689
	12.1987	4742.7124
	14.6385	4772.1191
	17.078199	4862.354
	19.518	4890.7266
	21.957701	4880.3408
	24.3974	5043.3687
	26.8372	4946.8999
	29.276899	5010.6973
	31.7167	5128.895
	34.156399	5077.5171
	36.596199	5153.8008
	39.0359	5071.2373
	41.4757	5127.9819
	43.915401	5119.6191
	46.355202	5126.4565
	48.794899	5196.6411
	51.2346	5024.8628
	53.6744	4949.6479
	56.114101	5003.8052
	58.553902	4943.958
	60.993599	4769.3784
	63.433399	4730.0708
	65.8731	4648.4609
	68.312897	4578.3423
	70.752602	4443.4326
	73.192398	4353.1509
	75.632103	4332.9858
	78.0718	4233.9253
	80.511597	4189.4326
	82.951302	4002.9639
	85.391098	3984.7471
	87.830803	3948.1672
	90.270599	3880.4067
	92.710297	3780.6675
	95.150101	3679.4902
	97.589798	3708.4807
	100.03	3621.7986
	102.469	3676.8638
	104.909	3586.7563
	107.349	3593.5273
	109.789	3675.4199
	112.228	3714.6196
	114.668	3740.9771
	117.108	3588.0459
	119.548	3682.1094
	121.987	3702.1396
	124.427	3735.0593
	126.867	3734.1389
	129.306	3660.6226
	131.746	3668.1118
	134.186	3637.1064
	136.62601	3675.3865
	139.065	3578.3469
	141.50475	3618.4648
	143.9445	3651.8621
	146.38425	3685.9729
	148.82401	3757.98
	151.26375	3735.2046
	153.70351	3775.2764
	156.14325	3793.9919
	158.58299	3799.8938
	161.02275	3848.1243
	163.46249	3851.79
	165.90225	3822.8723
	168.342	3810.1877
	170.78175	3812.1172
	173.2215	3801.9736
	175.66125	3766.9788
	178.101	3728.0115
	180.54076	3742.78
	182.9805	3682.8086
	185.42026	3607.9851
	187.86	3610.0479
	190.29974	3507.6934
	192.7395	3454.5413
	195.17924	3434.5474
	197.619	3369.3379
	200.05875	3296.6323
	202.4985	3187.6663
	204.93825	3177.9321
	207.37801	3096.7214
	209.81775	3000.3115
	212.25751	2901.7444
	214.69725	2866.4114
	217.13699	2781.9058
	219.57675	2755.2036
	222.01649	2649.5996
	224.45625	2536.3638
	226.896	2541.5649
	229.33575	2457.3413
	231.7755	2431.5063
	234.21526	2312.2769
	236.655	2265.5913
	239.09476	2170.9712
	241.5345	2145.0623
	243.97424	2043.3059
	246.414	1965.0264
	248.85374	1928.0684
	251.2935	1842.3402
	253.73325	1848.615
	256.173	1779.1401
	258.61276	1714.6067
	261.05249	1680.7156
	263.49225	1618.0144
	265.93201	1530.1543
	268.37177	1473.665
	270.81149	1442.8539
	273.25125	1452.3914
	275.69101	1384.7565
	278.13074	1318.6481
	280.5705	1305.9337
	283.01025	1272.4075
	285.45001	1203.5414
	287.88974	1205.9572
	290.3295	1156.2142
	292.76926	1131.1741
	295.20901	1100.8076
	297.64874	1025.6666
	300.0885	1030.0381
	302.52826	1003.0404
	304.96799	984.17993
	307.40775	973.99298
	309.8475	953.11768
	312.28726	939.01886
	314.72699	926.50403
